"gender","age","major","attendance_pct","study_hours_per_day","previous_gpa","sleep_hours","social_hours_week","final_cgpa"
"Male",24,"Computer Science",100,3,2.52,6.2,9,2.63
"Female",22,"Psychology",78.5,7.5,3.54,7.4,9,3.73
"Male",24,"Business",100,2.5,2.39,4.5,5,2.38
"Male",20,"Economics",100,1.7,2.41,7.2,6,2.53
"Male",21,"Mathematics",70,5.6,4,7.1,7,4
"Female",23,"Economics",100,3.9,3.66,8.8,11,3.72
"Female",21,"Mathematics",75.2,2.6,4,7.2,6,3.79
"Male",23,"Psychology",57,2.7,2.91,8.1,6,2.36
"Male",21,"Economics",78.6,0.8,3.15,9.9,12,2.93
"Female",20,"Mathematics",91,2.9,3.36,7.1,3,3.84
"Male",23,"Engineering",78.1,7.1,3.09,9.3,7,3.03
"Female",18,"Psychology",80.4,2.1,2.73,7.2,7,3.03
"Female",23,"Mathematics",100,13.3,2.65,6.2,8,3.46
"Male",19,"Computer Science",86.6,3.9,3.21,6.8,7,3.38
"Male",18,"Mathematics",72.4,1.4,2.57,6.2,7,2.3
"Female",19,"Economics",95.5,0.2,2.55,6.3,5,2.6
"Male",24,"Engineering",88,4.5,3.3,6.1,8,3.75
"Male",21,"Business",47.2,2.1,3.05,6.5,8,2.89
"Female",18,"Business",91.4,5.7,3.57,8.1,8,3.93
"Female",21,"Mathematics",90.9,7.8,2.89,4.4,7,3.15
"Female",24,"Business",85.3,6.4,2.81,7.4,6,3.18
"Female",22,"Mathematics",98.4,6.3,3.31,7.2,9,3.95
"Male",21,"Engineering",74.9,3,2.69,9.1,6,2.4
"Male",24,"Business",90,2.2,2.77,6.5,8,3.07
"Female",21,"Economics",61.5,5.3,2.79,8.7,11,2.68
"Female",24,"Economics",91.1,2.3,3,5.7,7,2.99
"Male",19,"Computer Science",100,3.1,3.99,6.3,10,4
"Female",24,"Mathematics",70.1,2.3,2.41,7.6,12,2.55
"Male",23,"Business",73.6,2.5,3.75,7.9,8,3.83
"Male",22,"Economics",74.3,5.6,3.47,6.6,12,3.47
"Male",21,"Engineering",86.9,2.4,3.88,7.3,12,3.98
"Male",24,"Engineering",69.1,5.6,4,6.8,11,4
"Male",24,"Computer Science",91.3,7.7,3.82,8.2,9,4
"Male",21,"Engineering",97.7,2.8,3.56,6.8,8,3.81
"Male",22,"Engineering",93,1.9,2.44,6.7,6,2.81
"Female",22,"Business",58.5,6.9,2.51,8.5,3,2.31
"Female",24,"Mathematics",99.9,4.7,3.28,7.3,3,3.82
"Female",18,"Psychology",99.1,2.4,2.25,8,6,2.64
"Female",19,"Engineering",97.5,3.2,3.41,10,2,3.64
"Male",22,"Engineering",90.6,5,2.03,4,3,2.45
"Male",22,"Psychology",88.3,1.3,3.68,5.5,14,3.63
"Female",20,"Engineering",100,9.6,2.94,5.6,7,3.35
"Male",23,"Business",100,6.5,3.16,5.7,9,3.62
"Female",22,"Business",70.7,4,2.73,9.1,7,2.48
"Male",19,"Psychology",100,9.3,2.15,4,6,2.47
"Female",23,"Economics",83.7,8.4,3.72,7.7,11,4
"Male",23,"Engineering",83.1,3.5,3.77,4.7,4,4
"Female",21,"Economics",62,3.3,2.92,7,8,3.13
"Male",21,"Engineering",80.7,3.4,3.43,7.4,5,3.81
"Female",21,"Mathematics",70,5.4,2.9,8.4,12,3.1
"Male",21,"Engineering",78,5.2,3.24,6.6,9,3.49
"Female",20,"Business",68.5,1,3.48,6.7,1,3.26
"Female",22,"Computer Science",78.3,5,3.38,4,6,3.34
"Male",21,"Computer Science",78.9,5,3.77,10,12,3.82
"Female",24,"Computer Science",86.5,3.4,3.36,7.5,8,3.54
"Female",18,"Computer Science",60.8,4.1,3.11,7.7,10,3.09
"Male",21,"Economics",63.3,1.2,2.72,8.6,9,2.63
"Female",22,"Economics",90.4,1.7,2.86,6.9,12,3.03
"Female",21,"Engineering",73,2.3,3.51,7.6,12,3.65
"Female",20,"Economics",100,5.5,2.35,8.1,10,2.64
"Male",19,"Engineering",88.4,7.9,3.65,4.8,5,3.98
"Male",19,"Mathematics",94.1,5.3,2.96,7.8,7,3.26
"Female",22,"Engineering",100,4.3,2.69,10,11,3.03
"Female",24,"Computer Science",80.4,6,2.55,9.6,7,2.85
"Male",19,"Psychology",76.4,0.5,3.44,9.3,11,3.11
"Female",19,"Psychology",98.1,7.6,3.09,9.9,7,3.6
"Male",18,"Business",92.6,3.7,3.89,5.1,7,4
"Male",22,"Business",82.2,7,2.47,6.2,7,3.11
"Male",24,"Engineering",100,5.7,2.81,5.6,8,3.16
"Male",22,"Psychology",81.8,2.4,3.05,10,10,3.41
"Female",19,"Computer Science",85.5,4.6,2.72,7.4,2,3.05
"Male",19,"Economics",85.3,2.5,3.1,4.9,7,3.19
"Female",19,"Computer Science",71,5.2,3.26,5.3,9,3.33
"Female",23,"Computer Science",86.2,10.2,3.34,7.2,6,4
"Female",20,"Engineering",100,5.2,3.85,5,9,3.97
"Male",21,"Engineering",91.7,2.3,2.45,9.8,5,2.68
"Male",20,"Mathematics",85.5,6.6,3.27,8.2,7,3.52
"Female",22,"Computer Science",82.6,2.2,2.78,7.5,5,3.22
"Female",18,"Computer Science",90,7.8,3.32,5.4,7,3.79
"Male",21,"Engineering",96.2,2,3.32,5,8,3.32
"Female",18,"Engineering",94.1,7.2,2.61,7.5,11,2.94
"Female",24,"Mathematics",80,2.9,2.65,7.2,8,3.1
"Female",23,"Mathematics",89.9,5.5,3.36,5.1,8,3.83
"Female",22,"Business",92.2,6.6,3.11,6.9,4,3.56
"Female",23,"Psychology",69.9,4.5,2.99,6.9,9,2.9
"Male",22,"Computer Science",87.5,3.1,3.43,8.1,6,3.59
"Female",18,"Computer Science",52.6,4.6,3.47,10,9,3.25
"Female",18,"Mathematics",92.2,3.7,2.84,4,10,3.14
"Male",18,"Mathematics",94.9,4,2.67,8.2,6,3.07
"Male",22,"Business",96.2,1.3,2.47,6,4,2.79
"Male",19,"Psychology",79.1,5.9,3.12,7.6,8,3.2
"Female",18,"Business",89.6,4.5,2.39,7.2,4,2.7
"Female",23,"Psychology",100,1.1,3.15,7.8,14,3.41
"Male",24,"Economics",100,3.2,3.71,5.1,6,3.84
"Female",21,"Computer Science",84.6,0.8,2.92,8.5,7,3.16
"Male",22,"Business",87.1,4.1,2.83,7.1,3,3.12
"Female",23,"Mathematics",100,5.4,4,9.1,7,4
"Female",20,"Business",62.5,2.6,3.85,9.4,10,3.55
"Female",24,"Economics",80.2,2.5,2.72,7.4,9,2.84
"Male",20,"Business",100,3.1,3.17,8.5,7,3.23
"Male",21,"Computer Science",99.6,2.5,3.26,8.4,8,3.37
"Male",19,"Economics",90.5,2.2,3.2,9,7,3.21
"Male",18,"Mathematics",62.4,1,4,8.9,3,3.78
"Female",22,"Mathematics",84.3,2.4,3.14,5.3,3,3.22
"Female",23,"Engineering",76.2,1.3,3.22,7.4,12,3.04
"Female",18,"Economics",90,7.6,3.44,4.9,4,3.85
"Female",23,"Engineering",72.9,8.3,3.69,6.2,10,4
"Female",22,"Engineering",69.6,5.2,3.57,6.3,3,3.78
"Female",20,"Computer Science",54,7.3,3.37,7.9,9,3.44
"Female",18,"Business",100,2.3,2.32,6.7,12,2.78
"Female",21,"Mathematics",79,5.4,2.86,6.8,7,2.78
"Male",19,"Mathematics",87.4,5.3,3.51,8.5,7,3.9
"Male",21,"Business",85,4.7,3.23,8.3,7,3.36
"Male",19,"Mathematics",69,3,3.51,7.4,17,3.38
"Female",24,"Business",66.1,3.9,4,8.1,6,3.84
"Female",23,"Economics",69.9,4.6,2.51,8,6,2.53
"Male",18,"Computer Science",74.2,4.5,3.67,9.9,11,3.84
"Female",18,"Computer Science",90.5,2.1,2.93,6.7,6,3.33
"Female",24,"Computer Science",73.1,8,3.57,5.9,8,3.54
"Male",19,"Business",100,4.1,3.08,7.3,10,3.25
"Male",20,"Business",100,6.1,4,5.6,11,4
"Female",22,"Psychology",97.1,2.8,3.17,6.4,7,3.29
"Male",21,"Mathematics",83.2,5.2,2.78,7.7,10,3.33
"Female",24,"Mathematics",100,4.3,3.31,6.2,7,3.84
"Male",23,"Psychology",81.7,2.2,3.26,6.7,4,3.33
"Female",24,"Psychology",84.5,4,3.67,6.6,9,3.91
"Female",21,"Computer Science",87.5,3.3,3.32,6.4,11,3.44
"Female",21,"Psychology",95.5,3.5,4,5.4,9,4
"Female",23,"Business",94.6,6.7,3.04,8.5,9,3.44
"Male",23,"Engineering",77.9,3.7,3.05,9.1,4,3.08
"Male",18,"Business",77,6.5,2.8,8.4,2,2.87
"Male",21,"Psychology",94.6,5.5,3.14,8.4,9,3.42
"Female",22,"Mathematics",95.7,4.2,3.22,6.4,12,3.46
"Female",22,"Business",79.1,6.9,3.24,7.3,9,3.33
"Female",19,"Mathematics",61.2,6.6,3.13,5.8,6,3.24
"Male",24,"Business",81.9,4.2,2.8,6.8,8,3.3
"Male",23,"Mathematics",94.4,4.4,2.66,6.9,9,2.99
"Male",18,"Economics",100,7,2.91,4.9,7,3.49
"Male",22,"Business",67,5.7,3.67,7.2,14,3.63
"Female",20,"Mathematics",78.6,8,3.78,6.2,6,4
"Male",18,"Engineering",79.2,3.6,3.06,7.4,15,3.03
"Male",18,"Computer Science",100,1.8,2.63,6.6,10,3.02
"Female",22,"Business",84.5,2.5,3.06,7.5,10,3.5
"Male",20,"Engineering",71.4,1,4,8,9,3.98
"Male",19,"Computer Science",93.4,2.4,3.6,5.1,7,3.71
"Female",22,"Business",78.9,5.6,3.38,6.5,11,3.49
"Male",20,"Engineering",66.6,3.7,3.58,6,7,3.64
"Female",18,"Engineering",71.6,2.2,3.87,8.8,12,3.71
"Female",20,"Economics",100,2.8,2.52,9.5,13,2.83
"Female",18,"Engineering",90.8,4.7,2.9,7.1,3,3.39
"Male",24,"Economics",86.6,2.9,2.84,7.6,7,2.94
"Female",22,"Psychology",81.3,3.4,3.39,4.8,10,3.47
"Male",23,"Mathematics",89.4,1.4,3.18,7.5,7,3.35
"Male",22,"Computer Science",89.2,7.5,3.48,6.6,7,4
"Male",24,"Mathematics",89.4,8.1,2.85,9,16,2.9
"Female",21,"Mathematics",86.7,2.3,3.79,6.7,8,3.98
"Male",21,"Economics",98,3.2,3.07,5.8,9,3.26
"Male",21,"Mathematics",85.3,0.9,3.45,5,9,3.58
"Female",22,"Engineering",70.3,7.1,3.7,7.3,13,4
"Male",19,"Economics",75.8,1.7,3.66,6.2,8,3.72
"Male",22,"Mathematics",55.3,3.9,3.28,8.8,4,2.87
"Male",24,"Economics",100,2,3.51,7.9,7,3.87
"Male",24,"Psychology",97.9,3.9,3.97,6.8,9,4
"Male",23,"Economics",72.5,6.4,3.36,7.9,8,3.54
"Male",20,"Business",80.8,5.4,2.74,9.6,6,2.98
"Female",22,"Engineering",75.4,5.7,3.39,5.3,3,3.6
"Male",22,"Computer Science",100,1.5,3.08,6,9,3.49
"Male",18,"Business",63.7,3.8,1.93,9.9,6,1.76
"Female",24,"Business",86.7,10.9,3.33,5.9,6,4
"Male",18,"Business",83.4,4.5,3.16,8,8,3.35
"Female",18,"Mathematics",97.4,4,3.68,8.8,2,3.73
"Male",22,"Economics",83.4,3.4,2.72,7,7,2.98
"Male",19,"Economics",58.6,4.3,2.35,8,3,2.1
"Male",20,"Mathematics",81.2,3.9,3.18,6.6,8,3.54
"Male",20,"Engineering",70.4,9.8,3.29,9.7,5,3.48
"Male",24,"Mathematics",86.2,6.1,3.15,6.3,7,3.46
"Male",23,"Mathematics",100,3.6,3.11,5.6,9,3.28
"Male",24,"Mathematics",58.9,6,2.57,8.3,9,2.45
"Male",19,"Engineering",73,2.4,3.03,8.1,12,2.83
"Male",19,"Engineering",76.7,3.9,2.93,7.2,8,3.01
"Male",20,"Psychology",79.3,2.9,3.64,7,5,3.71
"Male",21,"Psychology",96.1,5.7,3.29,6.3,11,3.82
"Male",18,"Psychology",82.4,3.7,2.96,5.9,7,3.19
"Female",18,"Psychology",91.2,4.2,3.96,6.1,5,4
"Male",20,"Economics",75.6,3.5,2.97,7.5,10,3.16
"Female",24,"Business",88.4,4.8,3.38,6.7,6,3.67
"Female",19,"Business",96.7,5.8,3.02,4.8,3,3.3
"Male",24,"Psychology",74,8.1,3.92,6.4,7,4
"Female",23,"Psychology",96.7,3.3,3.14,6.7,14,3.56
"Female",21,"Computer Science",85.8,2.1,3.16,7.8,7,3.57
"Male",20,"Business",100,5,3.03,7.4,10,3.24
"Male",18,"Computer Science",82,1.7,3.2,9.6,3,3.48
"Female",22,"Computer Science",90.7,3.3,3.7,5.5,9,4
"Female",24,"Mathematics",84.4,1.4,3.52,7.8,4,3.75
"Male",19,"Economics",83.6,14,3.11,8,8,3.82
"Male",22,"Engineering",88.9,7.5,3.95,7.4,6,4
"Male",23,"Business",93.1,7.1,3.54,6.6,3,3.92
"Male",20,"Psychology",66.3,8.3,2.88,6,6,3.33
"Female",24,"Psychology",100,6.7,2.41,6.9,10,2.98
"Male",18,"Engineering",57.1,4.5,2.89,4.3,8,2.6
"Male",24,"Business",74.7,4.6,3.31,5.6,9,3.42
"Female",21,"Psychology",83.6,7.9,3.4,5.5,8,3.86
"Male",22,"Psychology",91.2,8.2,3.78,7.8,9,4
"Male",21,"Mathematics",100,2.2,2.55,7.9,9,2.71
"Female",23,"Computer Science",57.1,3.6,2.88,5.4,10,2.7
"Female",18,"Psychology",77.4,4.2,2.51,5,3,2.61
"Male",22,"Economics",53.1,6.8,2.43,4.8,9,2.39
"Male",23,"Business",85.5,2.4,2.79,8.5,8,2.8
"Male",21,"Economics",89.1,2.3,3.28,8.4,10,3.34
"Male",21,"Engineering",100,1.6,3.49,8,9,3.55
"Male",22,"Mathematics",86.8,2.9,2.63,9.3,10,2.95
"Male",18,"Business",100,3.2,2.7,9.7,5,2.78
"Male",21,"Mathematics",93.8,9.1,2.21,5.5,7,2.68
"Male",20,"Computer Science",78.5,6.4,3.21,6.4,8,3.29
"Male",23,"Psychology",63.9,6.8,2.73,8.2,4,2.99
"Male",22,"Business",89.1,2,3.93,4,11,4
"Male",19,"Engineering",62.6,3.5,3.3,6.6,3,3.44
"Male",19,"Computer Science",100,5.9,3.01,8.4,15,3.4
"Male",18,"Computer Science",82.6,4.3,2.78,6.5,9,3.19
"Female",20,"Mathematics",100,5.4,2.35,8.1,6,2.62
"Female",21,"Computer Science",77.8,1.7,2.42,4,13,2.15
"Female",19,"Business",89,4.2,2.79,7.4,13,3.09
"Female",18,"Mathematics",88.1,6.1,2.75,6.3,7,3.12
"Male",23,"Computer Science",84.3,2.1,2.6,6.7,8,2.93
"Male",20,"Engineering",78.5,1.2,3.29,5.6,5,3.07
"Male",20,"Economics",90.9,2,3.36,9.4,5,3.53
"Female",24,"Business",71.1,7.8,2.87,7.1,13,3.22
"Female",18,"Engineering",66.9,1.8,4,7.2,7,3.85
"Male",18,"Engineering",100,4,2.23,10,9,2.45
"Male",24,"Mathematics",95.9,1.1,3.13,5.6,6,3.24
"Male",21,"Psychology",86,2.3,2.99,7.2,8,3.08
"Male",18,"Mathematics",100,4.5,2.82,6,6,3.06
"Female",24,"Business",81,4,2.75,5.9,13,2.83
"Female",21,"Business",100,7.1,3.1,7.5,6,3.71
"Male",21,"Mathematics",87.6,5,2.99,6.6,7,3.31
"Female",22,"Psychology",69.6,2.1,2.9,10,10,2.72
"Female",20,"Mathematics",100,3.5,2.45,9.7,6,2.74
"Male",23,"Business",99.9,3.1,2.29,6.8,9,2.78
"Male",20,"Psychology",83.2,0.8,2.96,4.7,9,3.17
"Male",20,"Business",95.9,9.3,2.9,6.6,4,3.34
"Male",22,"Psychology",78.9,4.1,3,8.6,4,2.88
"Male",21,"Psychology",97.4,4.5,3.05,5.7,10,3.14
"Male",21,"Mathematics",49.1,5.8,2.84,9.4,12,2.4
"Male",18,"Mathematics",69.7,5.9,2.99,7.9,13,2.99
"Male",22,"Mathematics",99.7,6.2,2.67,5.2,8,2.96
"Female",18,"Psychology",81.3,3.2,3.86,6,12,4
"Male",22,"Psychology",88.1,2.9,2.7,6.2,9,2.94
"Male",18,"Business",64.8,7.3,2.91,5.8,6,3.15
"Male",19,"Engineering",100,9.4,2.74,5.3,9,3.38
"Female",24,"Mathematics",100,1.1,2.73,6.1,5,2.88
"Male",20,"Economics",82,7.1,3.11,6.4,12,3.68
"Male",20,"Business",78.9,3.5,3.05,8.9,9,2.92
"Female",23,"Business",100,3.8,2.87,7.7,14,3.16
"Female",24,"Computer Science",100,0.5,2.96,7.7,9,3.21
"Female",21,"Mathematics",99.3,4,2.74,7.5,5,3.04
"Male",23,"Business",100,2.8,3.3,5.8,6,3.51
"Male",19,"Computer Science",71.2,0.7,4,8.7,5,3.63
"Female",23,"Economics",72.7,7.7,2.66,6.3,4,2.91
"Female",20,"Economics",67.2,4.5,3.3,6.5,5,3.47
"Female",21,"Mathematics",91.6,4.9,3.12,7.6,6,3.67
"Female",19,"Psychology",87.6,7.6,3.43,10,11,3.72
"Male",20,"Computer Science",82.7,5.9,3.45,6.2,6,3.86
"Female",24,"Psychology",97.1,1.6,3.2,4.6,5,3.32
"Male",18,"Economics",100,6.7,3.08,7.4,9,3.73
"Male",22,"Economics",62.1,1.3,2.88,8,6,2.7
"Male",19,"Engineering",76,5.7,2.72,6.3,9,2.72
"Male",21,"Engineering",97.3,10.5,3.05,6.1,15,3.58
"Male",23,"Engineering",78,5.7,2.46,5.1,8,2.36
"Male",24,"Engineering",73,3.2,2.8,7.5,5,2.96
"Female",23,"Business",100,10.3,3.65,9.9,7,4
"Male",19,"Engineering",65.7,4.5,3.15,9.6,10,3.09
"Female",24,"Business",80.5,2.1,3.55,7.5,9,3.95
"Male",21,"Business",89.9,2.7,3.83,6.4,10,4
"Male",19,"Mathematics",76.4,2.6,3.01,7.6,7,3.16
"Male",21,"Business",96.7,11.7,3.2,6.5,9,4
"Male",23,"Business",76.5,5.6,2.95,6,8,2.89
"Male",20,"Engineering",100,5.8,2.69,7.2,10,3.12
"Male",24,"Business",83.1,5.2,2.62,8.9,14,3.07
"Male",18,"Psychology",95.1,4.7,3.52,6.7,4,3.86
"Female",20,"Engineering",96.2,3,3.2,6.7,9,3.69
"Male",18,"Computer Science",75.6,1.8,4,6.6,11,4
"Female",23,"Engineering",54.2,4.9,3.59,8.2,10,3.39
"Male",24,"Business",90.4,10.1,2.73,8.3,7,3.14
"Female",20,"Psychology",86.1,4.8,3.52,5.4,6,3.65
"Female",20,"Engineering",93.3,8.1,2.95,6.7,7,3.56
"Female",19,"Psychology",81.6,1.1,3.71,8.7,9,3.88
"Male",22,"Computer Science",78.5,4.8,2.86,6.5,8,2.81
"Male",23,"Economics",100,2.8,2.57,9.1,12,2.9
"Male",21,"Computer Science",62.9,2,2.7,8,9,2.8
"Female",23,"Economics",96,8.9,2.73,9.6,7,3.19
"Female",21,"Mathematics",76.4,3.1,2.68,6.5,6,2.73
"Female",24,"Economics",80,5.6,2.81,8.1,9,3.14
"Male",21,"Mathematics",80.2,3.8,3.53,8.1,9,3.58
"Female",18,"Engineering",72.9,1.6,4,8.6,8,3.67
"Female",21,"Mathematics",93.6,6.1,2.43,7.5,4,3
"Male",21,"Psychology",100,3.2,3.73,8.7,4,3.94
"Male",19,"Mathematics",92.1,6.6,2.86,6.1,6,3.38
"Female",20,"Psychology",86.6,2.3,3.27,6.9,8,3.58
"Female",23,"Economics",70.2,2.9,2.27,4.8,3,2.12
"Female",23,"Economics",92.8,5.5,3.36,6.6,5,3.6
"Male",24,"Economics",100,2.4,2.1,5.7,8,2.38
"Female",24,"Mathematics",79.3,6,3.26,7.5,6,3.4
"Male",21,"Economics",79.4,0.9,3.23,8.5,7,2.88
"Male",22,"Mathematics",76.6,1.8,3.2,7.8,6,2.95
"Male",23,"Mathematics",77.7,4.2,2.73,8.2,8,2.5
"Female",24,"Business",43.8,5.8,3.37,7.1,8,3.02
"Female",21,"Business",91.1,4.3,3.3,6.8,10,3.53
"Male",24,"Mathematics",72.3,5.4,3,5.2,9,2.91
"Male",18,"Psychology",60.8,3.1,3.44,4.1,16,2.94
"Female",18,"Engineering",96.3,0.9,3.05,4.7,10,3.2
"Male",24,"Computer Science",68.8,3.3,3.36,6,6,3.27
"Female",18,"Business",79.9,3.4,3.04,8.4,8,3.03
"Male",24,"Mathematics",100,7.7,3.21,5.2,5,3.77
"Male",21,"Computer Science",63.9,6,3.39,5.8,9,3.39
"Male",19,"Business",62,1.9,2.9,6.3,10,2.93
"Male",22,"Engineering",89,0.7,2.48,8.9,11,2.41
"Female",21,"Psychology",100,3.7,3.24,6.9,7,3.51
"Male",19,"Mathematics",61.4,2.8,3.69,7.2,4,3.75
"Male",19,"Engineering",91.1,9.7,3.25,7.6,5,4
"Female",23,"Business",93.7,7.8,3.26,9.1,6,3.75
"Male",21,"Mathematics",54.1,1.6,3.08,7.1,14,2.66
"Male",21,"Computer Science",97,5.9,3.47,4.4,10,3.74
"Female",24,"Economics",98.1,5.3,3.01,7.2,8,3.38
"Female",19,"Psychology",80.3,5.2,2.87,9.2,9,3.24
"Male",19,"Business",100,14,3.65,8,7,4
"Female",19,"Psychology",100,3.8,2.83,7.3,14,3.16
"Female",24,"Mathematics",86.5,6.3,3.54,7.5,9,4
"Male",23,"Economics",78.2,6.8,3.65,4.2,5,3.64
"Male",21,"Engineering",70.4,5,3.38,4,9,3.47
"Female",19,"Psychology",84.4,9.6,2.48,8.3,6,3.11
"Female",18,"Computer Science",93.5,4.5,3.11,8.9,8,3.53
"Male",21,"Business",80.1,6.6,3,6.1,9,3.29
"Female",24,"Computer Science",52,2.6,2.85,7.3,9,2.38
"Female",23,"Psychology",100,1.8,3.17,7.9,6,3.59
"Male",18,"Economics",87.9,5.5,3.48,9.5,5,3.66
"Male",24,"Engineering",79.3,3.9,2.87,6.9,20,2.61
"Male",20,"Engineering",97.9,4.1,3.01,8.1,4,3.13
"Female",21,"Computer Science",100,3.3,2.98,10,6,3.32
"Male",20,"Mathematics",43,6.5,3.68,6.6,8,3.39
"Female",24,"Mathematics",91.5,4.5,2.97,7.1,3,3.18
"Female",24,"Economics",63.6,12.5,2.48,5.3,6,2.86
"Female",24,"Engineering",92.5,4.4,2.31,5.4,8,2.48
"Male",19,"Computer Science",86.9,5.1,3.28,8.3,8,3.65
"Female",23,"Computer Science",94.5,6.9,2.72,8.8,5,3.19
"Male",19,"Computer Science",77.5,5.5,3.43,8.7,9,3.49
"Female",23,"Psychology",56.9,1.9,2.43,5.5,5,2.11
"Male",22,"Economics",78.2,3.6,2.83,6.7,8,2.94
"Male",19,"Mathematics",91.1,2.5,2.43,7.7,4,2.58
"Female",20,"Mathematics",100,5.3,3.32,4,9,3.47
"Male",23,"Psychology",67.4,4.7,3.42,7.7,8,3.6
"Male",19,"Business",100,6.7,3.27,9.8,9,3.75
"Female",21,"Psychology",75.3,7.2,2.56,8.7,8,2.81
"Female",24,"Economics",90.4,2.5,2.73,4,9,2.79
"Female",23,"Computer Science",77.4,7.1,3.22,7.6,9,3.31
"Female",23,"Psychology",87.7,7.8,2.26,7.3,14,2.83
"Male",19,"Computer Science",98.4,2.1,2.98,7.4,11,3.1
"Male",22,"Economics",66.6,5.1,3.86,7.2,10,3.88
"Male",19,"Economics",74.8,8.6,3.01,6.5,7,3.41
"Male",20,"Engineering",87.8,3.6,2.36,4,11,2.52
"Female",20,"Computer Science",100,4.1,2.8,7.5,8,2.96
"Female",23,"Mathematics",72.1,5.1,2.78,7.9,8,2.95
"Male",23,"Psychology",100,0.3,4,6.2,8,4
"Male",19,"Economics",100,4.4,3.93,8.9,6,4
"Female",20,"Computer Science",83.5,4.6,3.47,4.5,11,3.56
"Male",20,"Business",80.5,5.9,2.93,4.4,6,3.31
"Female",22,"Engineering",74.6,6,3.7,7.1,8,3.87
"Male",21,"Business",84,4,2.53,6,9,2.72
"Female",22,"Economics",63.9,10.2,3.64,8.5,6,3.72
"Male",18,"Business",83.9,2.5,3.56,6.4,6,3.83
"Female",24,"Business",100,6.6,3.02,9,10,3.51
"Female",22,"Engineering",75.8,0.7,3.67,5.9,11,3.64
"Female",19,"Engineering",81.4,4.3,2.88,7.2,9,3.08
"Female",21,"Engineering",59.5,0.6,2.47,4,10,2.03
"Female",19,"Engineering",90.6,4.4,3.59,6.9,4,3.84
"Female",24,"Business",89,5.4,3.06,7.1,5,3.29
"Male",18,"Mathematics",86,3.4,3.4,8.8,7,3.55
"Female",21,"Mathematics",81.7,4.2,4,4.7,9,4
"Female",23,"Engineering",80.6,6.3,2.74,6.6,8,3.25
"Male",20,"Psychology",92.5,0.2,3.03,9.2,5,2.91
"Female",22,"Computer Science",84.6,3,3.88,9.4,11,4
"Female",19,"Economics",89.7,8.7,3.43,5.7,7,3.74
"Female",18,"Psychology",88.2,1.8,2.75,6,6,2.88
"Male",20,"Economics",100,2.7,2.62,4.5,6,2.78
"Male",22,"Psychology",95.2,0.9,2.84,4,11,3.11
"Female",20,"Psychology",87.9,3,2.73,6.4,9,3.23
"Female",22,"Mathematics",100,3.9,3.22,6,9,3.37
"Male",23,"Computer Science",91.3,14,3.14,10,13,3.78
"Female",21,"Psychology",100,5.2,3.24,7.5,4,3.65
"Female",20,"Engineering",94.1,3.1,2.68,6.7,11,3.06
"Male",20,"Economics",57.4,1.3,3.06,8,15,2.74
"Female",20,"Mathematics",100,2.7,2.07,8.5,13,2.16
"Male",21,"Economics",87,2.3,3.17,8.8,11,3.21
"Male",18,"Engineering",84.2,0.8,3.69,7.4,9,3.69
"Male",22,"Engineering",89.2,1.8,2.39,7,4,2.77
"Female",23,"Psychology",79.8,3.2,3.34,7.2,11,3.3
"Male",20,"Engineering",88.4,3.5,2.79,6.9,10,3.26
"Male",24,"Computer Science",76.1,6.2,3.5,6.2,5,3.59
"Male",21,"Engineering",100,9,3.18,8.6,9,3.78
"Male",18,"Psychology",83.3,3.4,3.3,6.7,7,3.45
"Female",22,"Economics",79.3,6.7,3.13,5.5,8,3.34
"Male",21,"Engineering",71.1,3.1,3.76,7,4,3.92
"Male",23,"Mathematics",89,2.2,3.27,8.1,5,3.34
"Female",23,"Mathematics",87.8,6,2.75,4.8,7,2.96
"Male",22,"Mathematics",90.8,3.1,3.15,6.6,9,3.33
"Male",20,"Economics",69.6,2.4,2.92,5.8,9,2.94
"Male",23,"Business",61,2.1,3.18,10,4,2.95
"Male",18,"Mathematics",94.4,1.2,2.89,7.1,7,2.99
"Male",21,"Mathematics",100,4.2,2.76,9.3,6,3.21
"Male",18,"Business",69.6,2.8,3.2,7.4,12,3.26
"Male",20,"Economics",100,6.9,3.13,7.5,9,3.76
"Female",18,"Mathematics",89.3,10.3,3.63,6.9,10,4
"Male",18,"Psychology",84.9,2.1,2.89,6.7,10,3.09
"Female",19,"Economics",79,1.5,2.11,6.9,9,2.18
"Female",18,"Mathematics",64.2,9.1,2.92,6,8,3.26
"Male",22,"Mathematics",99.8,4.4,2.29,7,10,2.72
"Female",21,"Business",73.4,4.3,3.31,4.6,7,3.21
"Male",19,"Psychology",73.3,4.9,2.26,7.3,10,2.55
"Female",21,"Economics",99.9,7.6,2.61,5.2,11,3.18
"Male",21,"Engineering",56.8,7.5,2.92,7.1,9,2.7
"Male",20,"Computer Science",62.1,5.9,3.87,7.5,13,3.9
"Male",20,"Psychology",84.7,1.8,2.56,9.1,5,2.8
"Female",19,"Engineering",89.4,1,3.11,7.5,6,3.12
"Male",23,"Psychology",92.3,1.8,3.39,6.6,8,3.56
"Female",24,"Engineering",80.5,1.3,3.84,6.1,7,4
"Male",20,"Engineering",100,6.3,3.49,8.1,10,3.74
"Female",24,"Psychology",81.6,2.6,3.65,6.9,3,4
"Male",20,"Business",81.5,5.8,3.53,5.9,6,4
"Female",20,"Psychology",73,4,2.5,7.2,6,2.73
